sp003-000001_RV_03	राज्ञी सुदक्षिणा गर्भमाधत्त इत्युक्तम्
sp003-001297_RV_06	आकृत्या रूपेण लोभनीया आकर्षणीया
sp003-001298_RV_06	न तु वर्णनमात्रेण इत्यर्थः
sp003-001299_RV_06	विदर्भराजावरजा भोजानुज इन्दुमती तया सुनन्दया एवम् प्रलोभितापि प्रचोदितापि
sp003-001300_RV_06	नीत्या पुरुषकारेण दूरकृष्टा दूरमानीता लक्ष्मीः प्रतिकूलम् दैवम् यस्य तस्मात्पुंसः इव
sp003-001301_RV_06	तस्मात् हेमाङ्गदात् अपावर्तत प्रतिनिवृत्ता
sp003-001302_RV_06	अथेति
sp003-001303_RV_06	अथ द्वारे नियुक्ता दौवारिकी सुनन्दा
sp003-001304_RV_06	तत्र नियुक्तः इति ठक्प्रत्ययः
sp003-001305_RV_06	द्वारादीनाम् च इति औ आगमः
sp003-001306_RV_06	आकारेण देवसरूपम् देवतुल्यम्
sp003-001307_RV_06	उरगाख्यस्य पुरस्य पाण्ड्यदेशे कान्यकुब्जतीरवर्तिनागपुरस्य नाथम् एत्य प्राप्य
sp003-001308_RV_06	हे चकोराक्षि इतः विलोकय इति पूर्वानुशिष्टाम् पूर्वमुक्ताम् भोजस्य राज्ञः गोत्रापत्यम् स्त्रियम् भोज्याम् इन्दुमतीम्
sp003-001309_RV_06	क्रौड्यादिभ्यश्च इत्यत्र भोजक्षत्रिये इत्युपसङ्ख्यानात् ष्यङ्प्रप्रत्ययः
sp003-001310_RV_06	यङश्चाप् इति चाप्
sp003-001311_RV_06	निजगाद
sp003-001312_RV_06	इतः विलोकय इति पूर्वमुक्त्वा पश्चात् वक्तव्यम् निजगाद इत्यर्थः
sp003-001313_RV_06	पाण्ड्य इति
sp003-001314_RV_06	अंसयोः अर्पिताः लम्बन्तः इति लम्बाः हाराः यस्य सः
sp003-001315_RV_06	हरिचन्दनेन गोशीर्षाख्येन चन्दनेन
sp003-001316_RV_06	तैलपर्णिकगोशीर्षे हीरचन्दनमस्त्रियाम् इत्यमरः
sp003-001317_RV_06	क्लृप्ताङ्गरागः सिद्धानुलेपनः अयम् पाण्डूनाम् जनपदानाम् राजा पाण्ड्यः
sp003-001318_RV_06	पाण्डोः जनपदशब्दात् क्षत्रियात् ड्यण्वक्तव्यः इति ड्यण्प्रत्ययः
sp003-001319_RV_06	तस्य राजन्यपत्यवत् इति वचनात्
sp003-001320_RV_06	बालातपेन रक्ताः अरुणाः सानवः यस्य सः सनिर्झरोद्गारः प्रवाहस्यन्दनसहितः
sp003-001321_RV_06	वारिप्रवाहो निर्झरो झरः इत्यमरः
sp003-001322_RV_06	अद्रिराजः इव आभाति
sp003-001323_RV_06	विन्ध्यस्येति
sp003-001324_RV_06	विन्ध्यस्य नाम्नः महाद्रेः
sp003-001325_RV_06	तपनमार्गनिरोधाय वर्धमानस्य इति शेषः
sp003-001326_RV_06	संस्तम्भयिता निवारयिता
sp003-001327_RV_06	निःशेषम् पीतः उज्झितः पुनस्त्यक्तः सिन्धुराजः समुद्रः येन सः अगस्त्यः अश्वमेधस्य अवभृथे दीक्षान्ते कर्मणि
sp003-001328_RV_06	दीक्षान्तोऽवभृथो यज्ञे इत्यमरः
sp003-001329_RV_06	आर्द्रमूर्तेः
sp003-001330_RV_06	स्नातस्य इत्यर्थः
sp003-001331_RV_06	यस्य पाण्ड्यस्य प्रीत्या स्नेहेन
sp003-001332_RV_06	न तु दाक्षिण्येन
sp003-001333_RV_06	सुस्नातम् पृच्छतीति सौस्नातिकः
sp003-001334_RV_06	भवति
sp003-001335_RV_06	पृच्छतो सुस्नातादिभ्यः इत्युपसङ्ख्यानात् ठक्
sp003-001336_RV_06	अस्त्रमिति
sp003-001337_RV_06	पुरा पूर्वम् जनस्थानस्य खरालयस्य विमर्दशङ्की दृप्तः उद्धतः लङ्काधिपतिः रावणः
