sp006-000001_GB_00-00	शाङ्करभाष्यम्
sp006-000776_GB_03-00	न च अर्जुनस्य एव ज्यायसी बुद्धिः न अनुष्ठेया इति भगवता उक्तम् पूर्वम् इति कल्पयितुम् युक्तम्
sp006-000777_GB_03-00	येन ज्यायसी चेत् इति प्रश्नः स्यात्
sp006-000778_GB_03-00	यदि पुनः एकस्य पुरुषस्य ज्ञानकर्मणोः विरोधात् युगपत् अनुष्ठानम् न सम्भवतीति
sp006-000779_GB_03-00	भिन्नपुरुषानुष्ठेयत्वम् भगवता पूर्वम् उक्तम् स्यात् ततः अयम् प्रश्न उपपन्नः
sp006-000780_GB_03-00	ज्यायसी चेत् इत्यादिः
sp006-000781_GB_03-00	अविवेकतः प्रश्नकल्पनायाम् अपि भिन्नपुरुषानुष्ठेयत्वेन भगवतः प्रतिवचनम् न उपपद्यते
sp006-000782_GB_03-00	न च अज्ञाननिमित्तम् भगवत्प्रतिवचनम् कल्प्यम्
sp006-000783_GB_03-00	अस्माच्च भिन्नपुरुषानुष्ठेयत्वेन ज्ञानकर्मनिष्ठयोः भगवतः प्रतिवचनदर्शनात् ज्ञानकर्मणोः समुच्चयानुपपत्तिः
sp006-000784_GB_03-00	तस्मात् केवलादेव ज्ञानात् मोक्ष इति एषः अर्थो निश्चितो गीतासु सर्वोपनिषत्सु च
sp006-000785_GB_03-00	ज्ञानकर्मणोः एकम् वद निश्चित्य इति च एकविषया एव प्रार्थना अनुपपन्ना उभयोः समुच्चयसम्भवे
sp006-000786_GB_03-00	इति च ज्ञाननिष्ठासम्भवम् अर्जुनस्य अवधारणेन दर्शयिष्यति
sp006-000787_GB_03-01	ज्यायसी श्रेयसी चेत् यदि कर्मणः सकाशात् ते तव मता अभिप्रेता बुद्धिः ज्ञानम् हे जनार्दन
sp006-000788_GB_03-01	यदि बुद्धिकर्मणी समुच्चिते इष्टे तदा एकम् श्रेयःसाधनम् इति कर्मणो ज्यायसी बुद्धिः इति
sp006-000789_GB_03-01	कर्मणः अतिरिक्तकरणम् बुद्धेः अनुपपन्नम् अर्जुनेन कृतम् स्यात्
sp006-000790_GB_03-01	न हि तदेव तस्मात् फलतः अतिरिक्तम् स्यात्
sp006-000791_GB_03-01	तथा कर्मणः श्रेयस्करी भगवता उक्ता बुद्धिः
sp006-000792_GB_03-01	अश्रेयस्करम् च कर्म कुरु इति माम् प्रतिपादयति तत् किम् नु कारणम् इति
sp006-000793_GB_03-01	भगवत उपालम्भम् इव कुर्वन् तत् किम् कस्मात् कर्मणि घोरे क्रूरे हिंसालक्षणे
