sp008-000001_SR_01	स मातुः पार्श्वम् प्राप्तः
sp008-000716_YS_14	तथा स्वल्पप्रतिपक्षाः स्थूलाः वृत्तयः क्लेशानाम् सूक्ष्मास्तु महाप्रतिपक्षाः इति
sp008-000717_YS_14	क्लेशमूलः कर्माशयो दृष्टादृष्टजन्मवेदनीयः
sp008-000718_YS_14	तत्र पुण्यापुण्यकर्माशयः कामलोभमोहक्रोधप्रसवः
sp008-000719_YS_14	स दृष्टजन्मवेदनीयश्च अदृष्टजन्मवेदनीयश्च
sp008-000720_YS_14	तत्र तीव्रसंवेगेन मन्त्रतपःसमाधिभिः निर्वर्तितः ईश्वरदेवतामहर्षिमहानुभावानाम् आराधनाद्वा यः परिनिष्पन्नः
sp008-000721_YS_14	स सद्यः परिपच्यते पुण्यकर्माशय इति
sp008-000722_YS_14	तथा तीव्रक्लेशेन भीतव्याधितकृपणेषु विश्वासोपगतेषु वा महानुभावेषु वा तपस्विषु कृतः पुनः पुनरुपकारः
sp008-000723_YS_14	स चापि पापकर्माशयः सद्य एव परिपच्यते
sp008-000724_YS_14	यथा नन्दीश्वरः कुमारो मनुष्यपरिणामम् हित्वा देवत्वेन परिणतः
sp008-000725_YS_14	तथा नहुषोऽपि देवानाम् इन्द्रः स्वकम् परिणामम् हित्वा तिर्यक्त्वेन परिणत इति
sp008-000726_YS_14	तत्र नारकाणाम् नास्ति दृष्टजन्मवेदनीयः कर्माशयः
sp008-000727_YS_14	क्षीणक्लेशानाम् अपि नास्ति अदृष्टजन्मवेदनीयः कर्माशय इति
sp008-000728_YS_14	सति मूले तद्विपाको जात्यायुर्भोगाः
sp008-000729_YS_14	सत्सु क्लेशेषु कर्माशयो विपाकारम्भो भवति न उच्छिन्नक्लेशमूलः
sp008-000730_YS_14	यथा तुषावनद्धाः शालितण्डलाः अदग्धबीजभावाः प्ररोहसमर्थाः भवन्ति
sp008-000731_YS_14	न अपनीततुषा दग्धबीजभावा वा
sp008-000732_YS_14	तथा क्लेशावनद्धः कर्माशयो विपाकप्ररोही भवति
sp008-000733_YS_14	न अपनीतक्लेशो न प्रसङ्ख्यानदग्धक्लेशबीजभावो वेति
sp008-000734_YS_14	स च विपाकः त्रिविधो जातिरायुर्भोग इति
sp008-000735_YS_14	तत्रेदम् विचार्यते किमेकम् कर्मैकस्य जन्मनः कारणम् अथैकम् कर्म अनेकम् जन्माक्षिपतीति
