sp006-000001_GB_00-00	SANkaraBAzyam
sp006-000838_GB_03-04	ucyate
sp006-000839_GB_03-04	karmAramBasya eva nEzkarmyopAyatvAt
sp006-000840_GB_03-04	na hi upAyam antareRa upeyaprAptiH asti
sp006-000841_GB_03-04	karmayogopAyatvam ca nEzkarmyalakzaRasya jYAnayogasya SrutO iha ca pratipAdanAt
sp006-000842_GB_03-04	SrutO tAvat prakftasya Atmalokasya vedyasya vedanopAyatvena
sp006-000843_GB_03-04	bfhadAraRyaka upanizat catuH catuH dvAviMSati ityAdinA karmayogasya jYAnayogopAyatvam pratipAditam
sp006-000844_GB_03-04	iha api ca
sp006-000845_GB_03-04	ityAdi pratipAdayizyati
sp006-000846_GB_03-04	nanu ca
sp006-000847_GB_03-04	ityAdO kartavyakarmasannyAsAdapi nEzkarmyaprAptim darSayati loke ca karmaRAm manAramBAt nEzkarmyam iti prasidDataram
sp006-000848_GB_03-04	ataSca nEzkarmyArTinaH kim karmAramBeRa iti prAptam
sp006-000849_GB_03-04	ata Aha na ca sannyasanAdeva iti
sp006-000850_GB_03-04	na api sannyasanAdeva kevalAt karmaparityAgamAtrAdeva jYAnarahitAt
sp006-000851_GB_03-04	sidDim nEzkarmyalakzaRAm jYAnayogena nizWAm samaDigacCati na prApnoti
sp006-000852_GB_03-05	nEzkarmyalakzaRAm puruzo na aDigacCati iti hetvAkANkzAyAm Aha
sp006-000853_GB_03-05	na hi yasmAt kzaRam api kAlam jAtu kadAcit kaScit tizWati akarmakft san
sp006-000854_GB_03-05	kasmAt
sp006-000855_GB_03-05	kAryate hi yasmAt avaSa eva karma sarvaH prARI prakftijEH prakftito jAtEH sattvarajastamoBiH guREH
sp006-000856_GB_03-05	ajYa iti vAkyaSezo yato vakzyati
sp006-000857_GB_03-05	caturdaSatame aDyAye trayoviMSatitamaH SlokaH
sp006-000858_GB_03-05	guREryo na vicAlyate iti sAN KyAnAm pfTakkaraRAt
sp006-000859_GB_03-05	tftIye aDyAye tArtIyaH SlokaH
sp006-000860_GB_03-05	ajYAnAmeva hi karmayo na jYAninAm
sp006-000861_GB_03-05	jYAninAm tu guREH acAlyamAnAnAm svataH calanABAvAt karmayogo na upapadyate
sp006-000862_GB_03-05	taTA ca vyAKyAtam vedAvinASinam iti atra dvitIye aDyAye ekaviMSatitamaH SlokaH
sp006-000863_GB_03-06	karmendriyARi hastAdIni saMyamya saMhftya yaH Aste tizWati
sp006-000864_GB_03-06	manasA smaran cintayan indriyArTAn vizayAn vimUQAtmA
sp006-000865_GB_03-06	vimUQAntaHkaraRo miTyAcAro mfzAcAraH pApAcAraH sa ucyate
sp006-000866_GB_03-07	yastu punaH karmaRI aDikftaH ajYo budDIndriyARi manasA niyamya AraBate arjuna karmendriyEH vAkpARyAdiBiH
sp006-000867_GB_03-07	kim AraBate iti Aha
sp006-000868_GB_03-07	karmayogam asaktaH san sa viSizyate itarasmAt miTyAcArAt
sp006-000869_GB_03-08	niyatam nityam yo yasmin karmaRi aDikftaH PalAya ca aSrutam tat niyatam karma
sp006-000870_GB_03-08	tat kuru tvam he arjuna yataH karma jyAyaH aDikataram Palato hi yasmAt akarmaRaH akaraRAt anAramBAt
sp006-000871_GB_03-08	kaTam SarIrayAtrA SarIrasTitiH api ca te tava na prasiDyet prasidDim na gacCet akarmaRaH akaraRAt
sp006-000872_GB_03-08	ato dfzwaH karmAkarmaRoH viSezo loke
sp006-000873_GB_03-09	yajYo vE vizRuH tEttarIya saMhitA eka sapta catuH iti SruteryajYa ISvaraH
sp006-000874_GB_03-09	tadarTam yat kriyate tat yajYArTam karma
sp006-000875_GB_03-09	tasmAt karmaRaH anyatra anyena karmaRA lokaH ayam aDikftaH karmakft
sp006-000876_GB_03-09	karmabanDanaH karma banDanam yasya saH ayam karmabanDano loko na tu yajYArTAt
sp006-000877_GB_03-09	ataH tadarTam yajYArTam karma kOnteya muktasaNgaH karmaPalasaNgavarjitaH san samAcarA nivartaya
sp006-000878_GB_03-10	sahayajYA yajYasahitAH prajA trayo varRAH tAH sfzwvA utpAdya purA sargAdO uvAca uktavAn
sp006-000879_GB_03-10	prajApatiH prajAnAm srazwA anena yajYena prasavizyaDvam prasavo vfdDiH utpattiH tam kuruDvam
sp006-000880_GB_03-10	eza yajYo vo yuzmAkam astu Bavatu
sp006-000881_GB_03-10	izwakAmaDuk izwAn aBipretAn kAmAn PalaviSezAn dogDi iti izwakAmaDuk
sp006-000882_GB_03-11	devAn indrAdIn BAvayata varDayata anena yajYena
sp006-000883_GB_03-11	te devA BAvayantu ApyAyayantu vfzwyAdinA vo yuzmAn
sp006-000884_GB_03-11	evam parasparam anyonyam BAvayantaH SreyaH param mokzalakzaRam jYAnaprAptikrameRa avApsyaTa
sp006-000885_GB_03-11	svargam vA param SreyaH avApsyaTa
sp006-000886_GB_03-12	izwAn aBipretAn BogAn hi vo yuzmaByam devA dAsyante vitarizyanti strIpaSuputrAdIn
sp006-000887_GB_03-12	yajYaBAvitA yajYEH varDitAH tozitA ityarTaH
sp006-000888_GB_03-12	tEH devEH dattAn BogAn apradAya adattvA AnfRyam akftvA ityarTaH
sp006-000889_GB_03-12	eByo deveByaH yo BuNkte svadehendriyARi eva tarpayati
sp006-000890_GB_03-12	stena eva taskara eva sa devAdisvApahArI
sp006-000891_GB_03-13	devayajYAdIn nirvartya tacCizwam aSanam amftAKyam aSitum SIlam yezAm te yajYaSizwASinaH santaH
sp006-000892_GB_03-13	sarvapApEH cullyAdipaYcasUnAkftEH pramAdakftahiMsAdijanitESca anyEH
sp006-000893_GB_03-13	ye tu AtmamBaraRo BuYjate te tu aGam pApam svayam api pApA ye pacanti
sp006-000894_GB_03-13	pAkam nirvartayanti AtmakAraRAt AtmahetoH
sp006-000895_GB_03-14	kaTam iti ucyate
sp006-000896_GB_03-14	annAt BuktAt lohitaretaHpariRatAt pratyakzam Bavanti jAyante BUtAni
sp006-000897_GB_03-14	parjanyAt vfzweH annasya samBavaH annasamBavaH
sp006-000898_GB_03-14	yajYAt Bavati parjanyaH
sp006-000899_GB_03-14	manusmfti tri zawsaptati iti smfteH
sp006-000900_GB_03-14	yajYaH apUrvam sa ca yajYaH karmasamudBava ftvigyajamAnayoSca vyApAraH karma
sp006-000901_GB_03-14	tataH samudBavo yasya yajYasya apUrvasya sa yajYaH karmasamudBavaH
sp006-000902_GB_03-15	karma brahmodBavam brahma vedaH sa udBavaH kAraRam yasya tat karma brahmodBavam vidDi jAnIhi
sp006-000903_GB_03-15	brahmA punaH vedAKyam akzarasamudBavam akzaram brahma paramAtmA samudBavo yasya tat akzarasamudBavam
sp006-000904_GB_03-15	brahma veda ityarTaH
sp006-000905_GB_03-15	yasmAt sAkzAt paramAtmAKyAt akzarAt puruzaniHSvAsavat samudBUtam brahma
sp006-000906_GB_03-15	tasmAt sarvArTaprakASakatvAt sarvagatam
sp006-000907_GB_03-15	sarvagatam api sat nityam sadA yajYaviDipraDAnatvAt yajYe pratizWitam
sp006-000908_GB_03-16	evam ISvareRa vedayajYapUrvakam jagat cakram vartitam na anuvartayati iha
sp006-000909_GB_03-16	loke yaH karmaRi aDikftaH san aGAyuH aGam pApam AyuH jIvanam yasya saH aGAyuH
sp006-000910_GB_03-16	pApajIvana iti yAvat
sp006-000911_GB_03-16	indriyArAma indriyEH ArAma AramaRam AkrIqA vizayezu yasya sa indriyArAmaH moGam vfTA he pArTa sa jIvati
sp006-000912_GB_03-16	tasmAdajYena aDikftena kartavyam eva karma iti prakaraRArTaH
sp006-000913_GB_03-16	prAgAtmajYAnanizWAyogyatAprApteH tAdarTyena karmayogAnuzWAnam aDikftena anAtmajYena kartavyam eva iti etat
sp006-000914_GB_03-16	ityata AraBya
sp006-000915_GB_03-16	iti evam antena pratipAdya
sp006-000916_GB_03-16	iti evam antenApi granTena prAsaNgikam aDikftasya anAtmavidaH karmAnuzWAne bahu kAraRam uktam
sp006-000917_GB_03-16	tadakaraRe ca dozasaNkIrtanam kftam
sp006-000918_GB_03-17	pUrvoktakarmayogAnuzWAnopAyaprApyAm anAtmavidyA jYAnayogena eva nizWAm AtmavidBiH sANKyEH anuzWeyAm
sp006-000919_GB_03-17	aprAptena eva iti evamarTam arjunasya praSnam ASaNkya svayameva vA SAstrArTasya vivekapratipattyarTam
sp006-000920_GB_03-17	bfhadAraRyaka upanizat tri paYca ekaH iti evam SrutyarTam iha gItASAstre pratipAdayizitam Avizkurvan Aha BagavAn
sp006-000921_GB_03-17	yastu sANKya AtmajYAnanizWa AtmaratiH Atmani eva ratiH na vizayezu yasya sa AtmaratiH eva syAt BavedAtmatfptaH ca
sp006-000922_GB_03-17	AtmanA eva tfpto na annarasAdinA
sp006-000923_GB_03-17	mAnavo manuzyaH sannyAsI Atmani eva ca santuzwaH
sp006-000924_GB_03-17	santozo hi bAhyArTalABe sarvasya Bavati tam anapekzya Atmani eva ca santuzwaH sarvato vItatfzRa iti etat
sp006-000925_GB_03-17	ya IdfSA Atmavit tasya kAryam karaRIyam na vidyate na asti ityarTaH
sp006-000926_GB_03-18	na eva tasya paramAtmarate kftena karmaRA arTaH prayojanam asti
sp006-000927_GB_03-18	astu tarhi akftena akaraRena pratyavAyAKyaH anarTaH
sp006-000928_GB_03-18	na akftena iha loke kaScana kaScid api pratyavAyaprAptirUpA AtmahAnilakzaRo vA na eva asti
sp006-000929_GB_03-18	na ca asya sarvaBUtezu brahmAdisTAvarAntezu BUtezu kaScidarTavyapASrayaH
sp006-000930_GB_03-18	prayojananimittakriyAsADyo vyapASrayo vyapASrayaRam
sp006-000931_GB_03-18	kaYcit BUtaviSezam ASritya na sADyaH kaScidarTaH asti
sp006-000932_GB_03-18	yena tadarTA kriyA anuzWeyA syAt
sp006-000933_GB_03-18	na tvam etasmin sarvataH samplutodakasTAnIye samyagdarSane vartase
sp006-000934_GB_03-19	tasmAdasaktaH saNgavarjitaH satatam sarvadA kAryam kartavyam nityam karma samAcara nirvartaya
sp006-000935_GB_03-19	asakto hi yasmAt samAcaran ISvarArTam karma kurvan
sp006-000936_GB_03-19	param mokzam Apnoti pUruzaH sattvaSudDidvAreRa ityarTaH
sp006-000937_GB_03-20	karmaRA eva hi yasmAt pUrve kzatriyA vidvAMsaH saMsidDim mokzam gantum AsTitAH pravfttA
sp006-000938_GB_03-20	janakAdayo janaka aSvapatipraBftayaH
sp006-000939_GB_03-20	yadi te prAptasamyagdarSanAH tato lokasaNgrahArTam prArabDakarmatvAt karmaRA saha eva asannyasya eva karma saMsidDim AsTitA ityarTaH
sp006-000940_GB_03-20	aTa aprAptasamyagdarSanA janakAdayaH
sp006-000941_GB_03-20	tadA karmaRA sattvaSudDisADanaBUtena krameRa saMsidDim AsTitA iti vyAKyeyaH SlokaH
sp006-000942_GB_03-20	aTa manyase pUrvEH api janakAdiBiH api ajAnadBiH eva
sp006-000943_GB_03-20	kartavyam karma kftam tAvatA na avaSyam anyena kartavyam samyagdarSanavatA kftArTena iti
sp006-000944_GB_03-20	taTApi prArabDakarmAyattaH tvam lokasaNgraham eva api
sp006-000945_GB_03-20	lokasya unmArgapravfttinivAraRam lokasaNgrahaH tamevApi prayojanam sampaSyan kartum arhasi
sp006-000946_GB_03-21	yadyat karma Acarati yezu yezu SrezWaH praDAnaH tattadeva karma Acarati itaraH
sp006-000947_GB_03-21	anyo janaH tadanugataH
sp006-000948_GB_03-21	kiYca saH SrezWo yat pramARam kurute lOkikam vEdikam vA
sp006-000949_GB_03-21	lokaH tadanuvartate tadeva pramARIkaroti ityarTaH
sp006-000950_GB_03-22	na me mama pArTa na asti na vidyate kartavyam trizu api lokezu kiYcana kiYcidapi
sp006-000951_GB_03-22	kasmAt na anavAptam aprAptam avAptavyam prApaRIyam taTApi varte eva ca karmaRi aham
sp006-000952_GB_03-23	yadi punaH aham na varteyam jAtu kadAcit karmaRi atandritaH analasaH san
sp006-000953_GB_03-23	mama SrezWasya sato vartma mArgam anuvartante manuzyA he pArTa sarvaSaH sarvaprakArEH
sp006-000954_GB_03-24	utsIdeyuH vinaSyeyuH ime sarve lokA lokasTitinimittasya karmaRaH aBAvAt na kuryAm karma cedaham
sp006-000955_GB_03-24	kiYca saNkarasya ca kartA syAm
sp006-000956_GB_03-24	tena kAraRena upahanyAm imAH prajAH
sp006-000957_GB_03-24	prajAnAmanugrahAya pravfttaH tad upahatim upahananam kuryAm ityarTaH
sp006-000958_GB_03-24	mama ISvarasya ananurUpam Apadyeta
sp006-000959_GB_03-25	saktAH karmaRi asya karmaRaH Palam mama Bavizyati iti kecit
sp006-000960_GB_03-25	avidvAMso yaTA kurvanti BArata kuryAt vidvAn Atmavit taTA asaktaH san
sp006-000961_GB_03-25	tadvat kimarTam karoti tat SfRu
sp006-000962_GB_03-25	cikIrzuH kartum icCuH lokasaNgraham
sp006-000963_GB_03-26	anyasya vA lokasaNgraham muktvA tataH tasya AtmavidaH idam upadiSyate
sp006-000964_GB_03-26	budDeH Bedo budDiBedo mayA idam kartavyam Boktavyam ca asya karmaRaH Palam iti
sp006-000965_GB_03-26	niScitarUpAyA budDeH Bedanam cAlanam budDiBedaH tam na janayet na utpAdayet
sp006-000966_GB_03-26	ajYAnAm avivekinAm karmasaNginAm karmaRi AsaktAnAm AsaNgavatAm
sp006-000967_GB_03-26	kim tu kuryAt
sp006-000968_GB_03-26	jozayet kArayet sarvakarmARi vidvAn svayam tadeva aviduzAm karma yuktaH aBiyuktaH samAcaran
sp006-000969_GB_03-27	prakfteH prakftiH praDAnam sattvarajastamasAm guRAnAm sAmyAvasTA
sp006-000970_GB_03-27	tasyAH prakfteH guREH vikArEH kAryakaraRarUpEH kriyamARAni karmARi
sp006-000971_GB_03-27	lOkikAni SAstrIyARi ca sarvaSaH sarvaprakArEH ahaNkAravimUQAtmA
sp006-000972_GB_03-27	kAryakaraRasaNGAtAtmapratyayaH ahaNkAraH tena viviDam nAnAviDam mUQAtmA antaHkaraRam yasya saH ayam
sp006-000973_GB_03-27	kAryakaraRaDarmA kAryakaraRABimAnI avidyayA karmARi Atmani manyamAnaH tattatkarmaRAm aham kartA iti manyate
sp006-000974_GB_03-28	tattvavit tu mahAbAho
sp006-000975_GB_03-28	kasya tattvavit
sp006-000976_GB_03-28	guRakarmaviBAgayoH guRaviBAgasya karmaviBAgasya ca tattvavit ityarTaH
sp006-000977_GB_03-28	guRAH karaRAtmakA guRezu vizayAtmakezu vartante na AtmA iti matvA na sajjate saktim na karoti
sp006-000978_GB_03-29	prakfteH guREH samyak mUQAH sammohitAH santaH sajjante guRAnAm karmasu guRakarmasu vayam karma kurmaH PalAya iti
sp006-000979_GB_03-29	tAn karmasaNginaH akftsnavidaH karmaPalamAtradarSino mandAn mandaprajYAn kftsnavit
sp006-000980_GB_03-29	Atmavit svayam na vicAlayet budDiBedakaraRam eva cAlanam tat na kuryAdityarTaH
sp006-000981_GB_03-30	mayi vAsudeve parameSvare sarvajYe sarvAtmani sarvARi karmARi sannyasya nikzipya aDyAtmacetasA vivekabudDyA
sp006-000982_GB_03-30	aham kartA ISvarAya Bftyavat karomi iti anayA budDyA
sp006-000983_GB_03-30	tava sa tvam nirmamo BUtvA yuDyasva vigatajvaro vigatasantApo vigataSokaH san ityarTaH
sp006-000984_GB_03-31	ye me madIyam idam matam anutizWanti anuvartante mAnavA manuzyAH
sp006-000985_GB_03-31	SradDAvantaH SradDaDAnA anasUyantaH asUyA ca mayi gurO vAsudeve akurvantaH
sp006-000986_GB_03-31	mucyante te api evam BUtAH karmaBiH DarmADarmAKyEH
sp006-000987_GB_03-32	ye tu tadviparItA etat mama matam aByasUyanto na anutizWanti na anuvartante me matam
sp006-000988_GB_03-32	sarvezu jYAnezu viviDam mUQAH te
sp006-000989_GB_03-32	sarvajYAnavimUQAn tAn vidDi nazwAn nASam gatAn acetasaH avivekinaH
sp006-000990_GB_03-33	paraDarmam anutizWanti svaDarmam ca na anuvartante
sp006-000991_GB_03-33	tvatpratikUlAH kaTam na biByati tvacCAsanAtikramadozAt
sp006-000992_GB_03-33	tatra Aha
sp006-000993_GB_03-33	sadfSam anurUpam cezwate
sp006-000994_GB_03-33	kasyAH svasyAH svakIyAyAH prakfteH
sp006-000995_GB_03-33	prakftiH nAma pUrvakftaDarmADarmAdisaMskAro vartamAnajanmAdO aBivyaktaH sA prakftiH
sp006-000996_GB_03-33	tasyAH sadfSam eva sarvo jantuH jYAnavAn api kim punaH mUrKaH
sp006-000997_GB_03-33	tasmAt prakftim yAnti BUtAni
sp006-000998_GB_03-33	nigrahaH kim karizyati mama vA anyasya vA
sp006-000999_GB_03-34	na ca prakftiSUnyaH kaScidasti
sp006-001000_GB_03-34	tataH puruzakArasya vizayAnupapatteH SAstrAnarTakyaprAptO idam ucyate
sp006-001001_GB_03-34	indriyasya indriyasya arTe sarvendriyARAm arTe SabdAdivizaye izwe rAgaH anizwe dveza iti
sp006-001002_GB_03-34	evam pratIndriyArTe rAgadvezO avaSyamBAvinO tatra ayam puruzakArasya SAstrArTasya ca vizaya ucyate
sp006-001003_GB_03-34	SAstrArTe pravfttaH pUrvameva rAgadvezayoH vaSam na AgacCet
sp006-001004_GB_03-34	yA hi puruzasya prakftiH sA rAgadvezapuraHsarA eva svakArye puruzam pravartayati
sp006-001005_GB_03-34	tadA svaDarmaparityAgaH paraDarmAnuzWAnam ca Bavati
sp006-001006_GB_03-34	yadA punaH rAgadvezO tatpratipakzeRa niyamayati tadA SAstradfzwiH eva puruzo Bavati na prakftivaSaH
sp006-001007_GB_03-34	tasmAt tayo rAgadvezayoH vaSam na AgacCet
sp006-001008_GB_03-34	yataH tO hi asya puruzasya paripanTinO SreyomArgasya viGnakartArO taskarO iva ityarTaH
sp006-001009_GB_03-35	paraDarmaH api DarmatvAdanuzWeya eva iti tadasat
sp006-001010_GB_03-35	SreyAn praSasyataraH svo DarmaH svaDarmo viguRaH api vigataguRaH api anuzWIyamAnaH
sp006-001011_GB_03-35	paraDarmAt svanuzWitAt sAdguRyena sampAditAdapi
sp006-001012_GB_03-35	svaDarme sTitasya niDanam maraRam api SreyaH paraDarme sTitasya jIvitAt
sp006-001013_GB_03-35	kasmAt paraDarmo BayAvaho narakAdilakzaRam Bayam Avahati yataH
sp006-001014_GB_03-36	yadyapi anarTamUlam
sp006-001015_GB_03-36	iti ca uktam vikziptam anavaDAritam ca taduktam
sp006-001016_GB_03-36	tat saNkziptam niScitam ca idam eva iti jYAtum icCan
sp006-001017_GB_03-36	arjunaH uvAca jYAte hi tasmin taducCedAya yatnam kuryAm iti
sp006-001018_GB_03-36	aTa kena hetuBUtena prayuktaH san rAjYA iva BftyaH ayam pApam karma carati Acarati
sp006-001019_GB_03-36	pUruzaH svayam anicCan api he vArzReya vfzRikulaprasUta
sp006-001020_GB_03-36	balAdiva niyojito rAjYA iva iti ukto dfzwAntaH
sp006-001021_GB_03-37	vizRupurARe zaw paYca catuHsaptati
sp006-001022_GB_03-37	ESvaryAdizawkam yasmin vAsudeve nityam apratibadDatvena sAmastyena ca vartate
sp006-001023_GB_03-37	vizRupurARe zaw paYca azwasaptati
sp006-001024_GB_03-37	utpattyAdivizayam ca vijYAnam yasya sa vAsudevo vAcyo BagavAn iti
sp006-001025_GB_03-37	kAma eza sarvalokaSatruH yannimittA sarvAnarTaprAptiH prARinAm
sp006-001026_GB_03-37	sa eza kAmaH pratihataH kenacit kroDatvena pariRamate
sp006-001027_GB_03-37	ataH kroDaH api eza eva rajoguRasamudBavo rajoguRAt samudBavo yasya sa kAmo rajoguRasamudBavo rajoguRasya vA samudBavaH
sp006-001028_GB_03-37	kAmo hi udBUto rajaH pravartayan puruzam pravartayati
sp006-001029_GB_03-37	tfzRayA hi aham kArita iti duHKitAnAm rajaHkArye sevAdO pravfttAnAm pralApaH SrUyate
sp006-001030_GB_03-37	mahASano mahat aSanam asya iti mahASanaH
sp006-001031_GB_03-37	ata eva mahApApmA kAmena hi prerito jantuH pApam karoti
sp006-001032_GB_03-37	ato vidDi enam kAmam iha saMsAre vEriRam
sp006-001033_GB_03-38	DUmena sahajena Avriyate vahniH prakASAtmakaH aprakASAtmakena yaTA vA AdarSo malena ca
sp006-001034_GB_03-38	yaTA ulbena garBavezwanena jarAyuRA Avfta AcCAdito garBaH taTA tena idam Avftam
sp006-001035_GB_03-39	Avftam etena jYAnam jYAnino nityavEriRA
sp006-001036_GB_03-39	jYAnI hi jAnAti anena aham anarTe prayuktaH pUrvam eva iti
sp006-001037_GB_03-39	duHKI ca Bavati nityam eva
sp006-001038_GB_03-39	ataH asO jYAnino nityavErI na tu mUrKasya
sp006-001039_GB_03-39	sa hi kAmam tfzRAkAle mitram iva paSyan tatkArye duHKe prApte jAnAti
sp006-001040_GB_03-39	tfzRayA aham duHKitvam ApAdita iti
sp006-001041_GB_03-39	na pUrvam eva ato jYAnina eva nityavErI
sp006-001042_GB_03-39	kiMrUpeRa kAmarUpeRa kAma icCA eva rUpam asya iti kAmarUpaH tena
sp006-001043_GB_03-39	duzpUreRa duHKena pUraRam asya iti duzpUraH tena
sp006-001044_GB_03-39	analena na asya alam paryAptiH vidyate iti analaH tena
sp006-001045_GB_03-40	jYAte hi SatroH aDizWAne suKena SatrunibarhaRam kartum Sakyate iti
sp006-001046_GB_03-40	indriyARi mano budDiH ca asya kAmasya aDizWAnam ASraya ucyate
sp006-001047_GB_03-40	etEH indriyAdiBiH ASrayEH vimohayati viviDam mohayati
sp006-001048_GB_03-40	eza kAmo jYAnam Avftya AcCAdya dehinam SarIriRam
sp006-001049_GB_03-41	tasmAt tvam indriyARi AdO pUrvam niyamya vaSIkftya
sp006-001050_GB_03-41	BaratarzaBa pApmAnam pApAcAram kAmam prajahihi parityaja
sp006-001051_GB_03-41	enam prakftam vEriRam jYAnavijYAnanASanam jYAnam SAstrata AcAryataSca AtmAdInAm avaboDaH
sp006-001052_GB_03-41	vijYAnam viSezataH tadanuBavaH
sp006-001053_GB_03-41	tayoH jYAnavijYAnayoH SreyaHprAptihetvoH nASanam prajahihi AtmanaH parityaja ityarTaH
sp006-001054_GB_03-42	tatra kimASrayaH kAmam jahyAt iti ucyate
sp006-001055_GB_03-42	indriyARi SrotrAdIni paYca deham sTUlam bAhyam paricCinnam ca apekzya
sp006-001056_GB_03-42	sOkzmyAntarasTatvavyApitvAdi apekzyA parARi prakfzwAni AhuH paRqitAH
sp006-001057_GB_03-42	taTA indriyeByaH param manaH saNkalpavikalpAtmakam
sp006-001058_GB_03-42	taTA manasastu parA budDiH niScayAtmikA
sp006-001059_GB_03-42	taTA yaH sarvadfSyeByo budDyanteByaH AByantaraH
sp006-001060_GB_03-42	yam dehinam indriyAdiBiH ASrayEH yuktaH kAmo jYAnAvaraRadvAreRa mohayati iti uktam
sp006-001061_GB_03-42	sa budDeH drazwA paramAtmA
sp006-001062_GB_03-43	evam budDeH param AtmAnam budDvA jYAtvA saMstaBya samyak stamBanam kftvA
sp006-001063_GB_03-43	svena eva AtmanA saMskftena manasA samyak samADAya ityarTaH
sp006-001064_GB_03-43	jahi enam Satrum he mahAbAho kAmarUpam durAsadam duHKena Asada
sp006-001065_GB_03-43	AsAdanam prAptiH yasya tam durAsadam durvijYeyAnekaviSezam iti
sp006-001066_GB_03-43	iti SrImahABArate SatasAhasryAm saMhitAyAm vEyAsikyAm BIzmaparvaRi
sp006-001067_GB_03-43	SrImadBagavadgItAsUpanizatsu brahmavidyAyAm yogaSAstre SrIkfzRArjunasaMvAde karmayogo nAma tftIyoऽDyAyaH
sp006-001068_GB_04-01-10	yaH ayam yogaH aDyAyadvayenokto jYAnanizWAlakzaRaH sasannyAsaH karmayogopAyaH
sp006-001069_GB_04-01-10	yasmin vedArTaH parisamAptaH pravfttilakzaRo nivfttilakzaRaSca
sp006-001070_GB_04-01-10	gItAsu ca sarvAsu ayam eva yogo vivakzito BagavatA
sp006-001071_GB_04-01-10	ataH parisamAptam vedArTam manvAnaH tam vaMSakaTanena stOti SrIBagavAn
sp006-001072_GB_04-01-10	imam aDyAyadvayenoktam yogam vivasvate AdityAya sargAdO proktavAn aham
sp006-001073_GB_04-01-10	jagatparipAlayitFRAm kzatriyARAm balADAnAya tena yogabalena yuktAH samarTA Bavanti brahma parirakzitum
sp006-001074_GB_04-01-10	brahmakzatraparipAlite jagat paripAlayitumalam
sp006-001075_GB_04-01-10	avyayam avyayaPalatvAt
sp006-001076_GB_04-01-10	sa ca vivasvAn manave prAha
sp006-001077_GB_04-01-10	manuH ikzvAkave svaputrAya AdirAjAya abravIt
sp006-001078_GB_04-01-10	evam kzatriyaparamparAprAptam imam rAjarzayoH rAjAnaSca te fzayaSca rAjarzayo viduH imam yogam
sp006-001079_GB_04-01-10	sa yogaH kAlena iha mahatA dIrGeRa nazwo vicCinnasampradAyaH saMvftto
sp006-001080_GB_04-01-10	he parantapa Atmano vipakzaBUtAH para ucyante
sp006-001081_GB_04-01-10	tAn SOryatejogaBastiBiH BAnuH iva tApayatIti parantapaH SatrutApana ityarTaH
sp006-001082_GB_04-01-10	durbalAn ajitendriyAn prApya nazwam yogam imam upalaBya lokam ca apuruzArTasambanDinam
sp006-001083_GB_04-01-10	sa eva ayam mayA te tuByam adya idAnIm yogaH proktaH purAtanaH
sp006-001084_GB_04-01-10	BaktaH asi me saKA ca asi iti
sp006-001085_GB_04-01-10	rahasyam hi yasmAt etat uttamam yogo jYAnam ityarTaH
sp006-001086_GB_04-01-10	BagavatA vipratizidDam uktam iti mA BUt kasyacit budDiH iti parihArArTam codyam iva kurvan arjuna uvAca
sp006-001087_GB_04-01-10	param pUrvam sargAdO janma utpattiH vivasvato Adityasya
sp006-001088_GB_04-01-10	tat kaTametat vijAnIyAm avirudDArTatayA yaH tvam eva AdO proktavAn imam yogam sa eva tvam idAnIm mahyam proktavAn asi iti
sp006-001089_GB_04-01-10	yA vAsudeve anISvarAsarvajYASaNkA mUrKARAm tAm pariharan SrIBagavAnuvAca yadarTo hi arjunasya praSnaH
sp006-001090_GB_04-01-10	bahUni me mama vyatItAni atikrAntAni janmAni tava ca he arjuna
sp006-001091_GB_04-01-10	tAni aham veda jAne sarvARi na tvam vetTa jAnIze
sp006-001092_GB_04-01-10	DarmADarmAdipratibadDajYAnaSaktitvAt
sp006-001093_GB_04-01-10	aham punaH nityaSudDabudDamuktasvaBAvatvAt anAvaraRajYAnaSaktiH iti veda aham he parantapa
sp006-001094_GB_04-01-10	kaTam tarhi tava nityeSvarasya DarmADarmABAve api janma iti ucyate
sp006-001095_GB_04-01-10	ajaH api janmarahitaH api san
sp006-001096_GB_04-01-10	taTA avyayAtmA akzIRajYAnaSaktisvaBAvaH api san
sp006-001097_GB_04-01-10	taTA BUtAnAm brahmAdistambaparyantAnAm ISvara ISanaSIlaH api san
sp006-001098_GB_04-01-10	prakftim svAm mama vEzRavIm mAyAm triguRAtmikAm
sp006-001099_GB_04-01-10	yasyA vaSe sarvam jagat vartate yayA mohitam sat svam AtmAnam vAsudevam na jAnAti
sp006-001100_GB_04-01-10	tAm prakftim svAm aDizWAya vaSIkftya samBavAmi
sp006-001101_GB_04-01-10	dehavAn iva BavAmi jAta iva AtmamAyayA Atmano mAyayA na paramArTato lokavat
sp006-001102_GB_04-01-10	tacca janma kadA kimarTam ca iti ucyate
